Publication.year	Organism	Context	MeSH.ID	MeSH.term	Phase	Tissue	Function	Source.cell.type.class	Source.cell.type	Target.cell.type.class	Target.cell.type	Clear.direction	Reciprocal.direction	Interaction.details	Method	Method.details	Reference	Information	Full.PDF	PMID	Title
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	NA	monocyte	monocyte	bone cell	osteoblastic lineage cell	1	0	COL1A1:CD44	computational	iTALK	34111027	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	NA	monocyte	monocyte	bone cell	osteoblastic lineage cell	1	0	COL1A2:CD44	computational	iTALK	34111027	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	promote the osteogenic differentiation	monocyte	monocyte	stem cell	mesenchymal stem cell	1	0	various cytokines, such as bone morphogenetic protein 2 (BMP2)	experimental	co-culture	22392849	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	promote the osteogenic differentiation	monocyte	monocyte	stromal cell	mesenchymal stromal cell	1	0	various cytokines, such as bone morphogenetic protein 2 (BMP2)	experimental	co-culture	22392849	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	promote osteoclast formation	T cell	activated T cell	bone cell	osteoclast	1	0	receptor activator of NF-kappaB ligand (RANKL) and tumor necrosis factor alpha (TNF-alpha)	experimental	in vitro	15308561	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	femoral head	A02	Musculoskeletal System	NA	NA	regulate osteoclastogenesis	B cell	B cell	bone cell	osteoclast	1	0	osteoclast differentiation factor (ODF)/RANKL	experimental	in vitro	11509604	1	1	34111027	Single-cell RNA sequencing of human femoral head in vivo
2021	human	reproduction	G08	Reproductive and Urinary Physiological Phenomena	NA	uterus	embryo implantation	epithelial cell	uterine epithelial cell	stromal cell	stromal cell	0	0	NA	computational	scRNA-seq	34068395	1	1	34068395	Cell-Cell Communication at the Embryo Implantation Site of Mouse Uterus Revealed by Single-Cell Analysis
2021	human	reproduction	G08	Reproductive and Urinary Physiological Phenomena	NA	uterus	embryo implantation	epithelial cell	uterine luminal epithelial cell	others	mural trophectoderm of blastocyst	0	0	NA	computational	scRNA-seq	34068395	1	1	34068395	Cell-Cell Communication at the Embryo Implantation Site of Mouse Uterus Revealed by Single-Cell Analysis
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	34030626	CDSeqR: fast complete deconvolution for gene expression data from bulk tissues
2021	human	melanoma	C04	Neoplasms	NA	NA	NA	fibroblast	cancer-associated fibroblast	cancer cell	malignant cell	1	0	CXCL12:CXCR4	computational	scConnect	33974001	1	1	33974001	scConnect: a method for exploratory analysis of cell-cell communication based on single cell RNA sequencing data
2021	human	melanoma	C04	Neoplasms	NA	NA	NA	macrophage	macrophage	cancer cell	malignant cell	1	0	CXCL12:CXCR4	computational	scConnect	33974001	1	1	33974001	scConnect: a method for exploratory analysis of cell-cell communication based on single cell RNA sequencing data
2021	human	melanoma	C04	Neoplasms	NA	NA	NA	endothelial cell	endothelial cell	cancer cell	malignant cell	1	0	CXCL12:CXCR4	computational	scConnect	33974001	1	1	33974001	scConnect: a method for exploratory analysis of cell-cell communication based on single cell RNA sequencing data
2021	human	limbus corneae	A09	Sense Organs	NA	NA	NA	stem cell	homeostatic limbal stem/progenitor cell	others	niche cell	1	1	NA	computational	CellPhoneDB	33964410	1	1	33964410	Molecular identity of human limbal heterogeneity involved in corneal homeostasis and privilege
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33963379	Thyroid Hormone Deiodinases: Dynamic Switches in Developmental Transitions
2021	human	osteoarthritis	C05	Musculoskeletal Diseases	NA	NA	NA	stromal cell	bone marrow-derived mesenchymal stromal cell	chondrocyte	osteoarthritic chondrocyte	1	1	bone marrow-derived mesenchymal stromal cell	experimental	in vitro	33926561	1	1	33926561	Curcumin-primed human BMSC-derived extracellular vesicles reverse IL-1尾-induced catabolic responses of OA chondrocytes by upregulating miR-126-3p
2021	human	cardiovascular system	A07	Cardiovascular System	NA	NA	NA	red blood cell (erythrocyte)	erythrocyte	endothelial cell	endothelial cell	0	0	export of NO-like bioactivity, and ATP exert important cardiovascular effects	experimental	in vitro	24494200; 30132390; 16368881	1	1	33919065	The Mystery of Red Blood Cells Extracellular Vesicles in Sleep Apnea with Metabolic Dysfunction
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33885545	Structural and mechanical characteristics of exosomes from osteosarcoma cells explored by 3D-atomic force microscopy
2021	human	diabetes mellitus	C18|C19	Nutritional and Metabolic Diseases|Endocrine System Diseases	NA	NA	NA	antigen-presenting cell	antigen-presenting cell	T cell	T cell	0	0	NA	experimental	NA	33868170	1	1	33868170	Modeling Type 1 Diabetes Using Pluripotent Stem Cell Technology
2021	human	diabetes mellitus	C18|C19	Nutritional and Metabolic Diseases|Endocrine System Diseases	immune system	NA	NA	beta cell	beta cell	T cell	CD8+ cytotoxic T cell	0	0	NA	experimental	NA	33868170	1	1	33868170	Modeling Type 1 Diabetes Using Pluripotent Stem Cell Technology
2021	human	diabetes mellitus	C18|C19	Nutritional and Metabolic Diseases|Endocrine System Diseases	NA	NA	NA	stem cell	induced pluripotent stem cell	T cell	antigen specific T cell	0	0	NA	experimental	NA	33868170	1	1	33868170	Modeling Type 1 Diabetes Using Pluripotent Stem Cell Technology
2021	human	ovarian follicle	A05|A06	Urogenital System|Endocrine System	NA	NA	NA	germ cell	germ cell	granulosa cell	granulosa cell	0	0	NA	computational	scRNA-seq	33859742	1	1	33859742	Single-cell transcriptomic profiling provides insights into the toxic effects of Zearalenone exposure on primordial follicle assembly
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33808520	Stem Cells-Derived Extracellular Vesicles: Potential Therapeutics for Wound Healing in Chronic Inflammatory Skin Diseases
2021	human	Plasmodium vivax	B01	Eukaryota	NA	NA	NA	B cell	plasma cell	others	spleen cell	1	1	extracellular vesicles	experimental	in vitro	33732657	1	1	33732657	Multiparameter Flow Cytometry Analysis of the Human Spleen Applied to Studies of Plasma-Derived EVs From Plasmodium vivax Patients
2021	human	Plasmodium vivax	B01	Eukaryota	NA	NA	NA	B cell	plasma cell	T cell	T cell	1	1	extracellular vesicles	experimental	in vitro	33732657	1	1	33732657	Multiparameter Flow Cytometry Analysis of the Human Spleen Applied to Studies of Plasma-Derived EVs From Plasmodium vivax Patients
2021	human	Plasmodium vivax	B01	Eukaryota	NA	NA	NA	B cell	plasma cell	monocyte	monocyte	1	1	extracellular vesicles	experimental	in vitro	33732657	1	1	33732657	Multiparameter Flow Cytometry Analysis of the Human Spleen Applied to Studies of Plasma-Derived EVs From Plasmodium vivax Patients
2021	human	Plasmodium vivax	B01	Eukaryota	NA	NA	NA	B cell	plasma cell	B cell	B cell	1	1	extracellular vesicles	experimental	in vitro	33732657	1	1	33732657	Multiparameter Flow Cytometry Analysis of the Human Spleen Applied to Studies of Plasma-Derived EVs From Plasmodium vivax Patients
2021	human	Plasmodium vivax	B01	Eukaryota	NA	NA	NA	B cell	plasma cell	red blood cell (erythrocyte)	erythrocyte	1	1	extracellular vesicles	experimental	in vitro	33732657	1	1	33732657	Multiparameter Flow Cytometry Analysis of the Human Spleen Applied to Studies of Plasma-Derived EVs From Plasmodium vivax Patients
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33732416	Human milk extracellular vesicles target nodes in interconnected signalling pathways that enhance oral epithelial barrier function and dampen immune responses
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33729255	A new urinary exosome enrichment method by a combination of ultrafiltration and TiO(2) nanoparticles
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33710972	Multiplexing physical stimulation on single human induced pluripotent stem cell-derived cardiomyocytes for phenotype modulation
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33691792	Organoids: a promising new in vitro platform in livestock and veterinary research
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33687702	Repairing plasma membrane damage in regulated necrotic cell death
2021	human	monocytes	A11|A15	Cells|Hemic and Immune Systems	NA	NA	NA	monocyte	peripheral monocyte	monocyte	peripheral monocyte	1	1	actin-based tunneling nanotubes	experimental	in vitro	33679763	1	1	33679763	Pathogenic Stress Induces Human Monocyte to Express an Extracellular Web of Tunneling Nanotubes
2021	human	neoplasms	C04	Neoplasms	NA	NA	Acquired radioresistance	cancer cell	cancer cell	fibroblast	cancer-associated fibroblast	1	0	NA	experimental	co-culture	33637118	1	1	33637118	Acquired radioresistance in cancer associated fibroblasts is concomitant with enhanced antioxidant potential and DNA repair capacity
2021	human	neoplasms	C04	Neoplasms	NA	NA	less sensitive to etoposide	fibroblast	cancer-associated fibroblast	cancer cell	pancreatic carcinoma cell	1	0	NA	experimental	co-culture	33637118	1	1	33637118	Acquired radioresistance in cancer associated fibroblasts is concomitant with enhanced antioxidant potential and DNA repair capacity
2021	human	neoplasms	C04	Neoplasms	NA	NA	reduced the cytotoxic effects of cisplatin	fibroblast	cancer-associated fibroblast	others	melanoma cell	1	0	NA	experimental	co-culture	33637118	1	1	33637118	Acquired radioresistance in cancer associated fibroblasts is concomitant with enhanced antioxidant potential and DNA repair capacity
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33604857	Isolation, Characterization, and MicroRNA Analysis of Extracellular Vesicles from Bovine Oviduct and Uterine Fluids
2021	human	heart injuries	C26	Wounds and Injuries	NA	heart	induced a significant proliferative response in cardiomyocytes	others	epicardial cell	cardiomyocyte	cardiomyocyte	1	0	extracellular vesicles	experimental	in vitro	33599250	1	1	33599250	Regenerative potential of epicardium-derived extracellular vesicles mediated by conserved miRNA transfer
2021	human	inflammation	C23	Pathological Conditions, Signs and Symptoms	NA	NA	governs the global connectivity of DC with multiple cell types.	dendritic cell	dendritic cell	dendritic cell	dendritic cell	1	1	IL-10	experimental	in vitro	33597528	1	1	33597528	Dissection of intercellular communication using the transcriptome-based framework ICELLNET
2021	human	neoplasms	C04	Neoplasms	NA	NA	influence migration	stem cell	mesenchymal stem cell	cancer cell	tumor cell	1	0	exosomes	experimental	transfection	23419525; 24525123	1	1	33572290	CD9 Upregulation-Decreased CCL21 Secretion in Mesenchymal Stem Cells Reduces Cancer Cell Migration
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33569058	NK Cell Subsets Changes in Partial Remission and Early Stages of Pediatric Type 1 Diabetes
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33548142	Highly multiplexed tissue imaging using repeated oligonucleotide exchange reaction
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33542232	Engineering advanced logic and distributed computing in human CAR immune cells
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33540650	Differential Expression of Serum Exosome microRNAs and Cytokines in Influenza A and B Patients Collected in the 2016 and 2017 Influenza Seasons
2021	human	retina	A09	Sense Organs	NA	NA	NA	Muller cell	Muller cell	progenitor cell	retinal progenitor cell	0	0	PTPRZ1	computational	iTALK	33521856	1	1	33521856	Longitudinal single-cell RNA-seq of hESCs-derived retinal organoids
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33513595	Vascularized adipocyte organoid model using isolated human microvessel fragments
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33491924	Historical evolution of spheroids and organoids, and possibilities of use in life sciences and medicine
2021	human	prostate cancer	C04|C12	Neoplasms|Male Urogenital Diseases	NA	NA	NA	endothelial cell	activated endothelial cell	cancer cell	tumor cell	0	0	NA	experimental	co-culture	33420488	1	1	33420488	Single-cell analysis reveals transcriptomic remodellings in distinct cell types that contribute to human prostate cancer progression
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33416449	Donor-specific phenotypic variation in hiPSC cardiomyocyte-derived exosomes impacts endothelial cell function
2021	human	gastrointestinal stromal tumors	C04|C06	Neoplasms|Digestive System Diseases	NA	NA	might have a large impact on facilitating tumor metastasis	endothelial cell	adipose endothelial cell	cancer cell	tumor cell	1	0	NA	computational	CellPhoneDB	33393143	1	1	33393143	Single-cell transcriptome analysis revealed the heterogeneity and microenvironment of gastrointestinal stromal tumors
2021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	33387068	Skin Disease Models In Vitro and Inflammatory Mechanisms: Predictability for Drug Development
2020	human	aging	G07	Physiological Phenomena	NA	retina	NA	Muller cell	Muller cell	others	rod cell	1	0	VEGF-A	experimental	NA	34691611	1	1	34691611	A single-cell transcriptome atlas of the aging human and macaque retina
2020	human	aging	G07	Physiological Phenomena	NA	retina	NA	bipolar cell	bipolar cell	others	rod cell	1	0	VEGF-A	experimental	NA	34691611	1	1	34691611	A single-cell transcriptome atlas of the aging human and macaque retina
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33565978	Analysis of individual extracellular vesicles by imaging flow cytometry
2020	human	osteoarthritis	C05	Musculoskeletal Diseases	NA	NA	promote proliferation and reduce apoptosis	stromal cell	bone marrow-derived mesenchymal stromal cell	chondrocyte	chondrocyte	1	0	extracellular vesicles	experimental	a cell-free approach	33425869	1	1	33425869	hBMSC-Derived Extracellular Vesicles Attenuate IL-1尾-Induced Catabolic Effects on OA-Chondrocytes by Regulating Pro-inflammatory Signaling Pathways
2020	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	important for proper vascularization	endothelial cell	endothelial cell	pericyte	pericyte	1	1	NA	experimental	microfluidic bilayer co-culture	16166562; 34108507	1	1	33332768	A single cell atlas of the human liver tumor microenvironment
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33324545	A Ticket to Ride: The Implications of Direct Intercellular Communication via Tunneling Nanotubes in Peritoneal and Other Invasive Malignancies
2020	human	angiogenesis	C23|G09	Pathological Conditions, Signs and Symptoms|Circulatory and Respiratory Physiological Phenomena	NA	NA	inducing endothelial cell proliferation and facilitating tumor angiogenesis	stromal cell	stromal cell	endothelial cell	endothelial cell	1	0	exosomes	experimental	transfection	17900673	1	1	33291683	Exosomes: Emerging Diagnostic and Therapeutic Targets in Cutaneous Diseases
2020	human	immune response	G12	Immune System Phenomena	NA	NA	secrete more pro-inflammatory cytokines such as additional TNF-伪, IL8 and RANTES 	immune cell	immune cell	epithelial cell	epithelial cell	1	0	exosomes	experimental	vital staining	19628765	1	1	33291683	Exosomes: Emerging Diagnostic and Therapeutic Targets in Cutaneous Diseases
2020	human	immune response	G12	Immune System Phenomena	NA	NA	permitting tumor growth	others	melanoma cell	T cell	CD8+ T cell	1	0	exosomes	experimental	in vitro	30089911; 28754746; 30021161	1	1	33291683	Exosomes: Emerging Diagnostic and Therapeutic Targets in Cutaneous Diseases
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33244046	3D bioprinting of bicellular liver lobule-mimetic structures via microextrusion of cellulose nanocrystal-incorporated shear-thinning bioink
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33232386	Evaluation of immune and chemical precipitation methods for plasma exosome isolation
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33194199	Inflammatory cytokines in the pathogenesis of cardiovascular disease and cancer
2020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	1	33158117	The Evolving Role of Caveolin-1: A Critical Regulator of Extracellular Vesicles
